city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity
Los Angeles,2099-08-11,392,22.1,16.9,33.2,66.7,27.9,29,4,Urban,893
Delhi,2099-08-12,45,36.5,43.1,14.9,51.2,22.7,80,7,Urban,1957
Los Angeles,2099-08-13,272,34.3,85.0,28.2,48.6,13.9,70,13,Urban,1987
Mexico City,2099-08-14,109,34.8,41.2,44.8,39.4,11.4,83,10,Urban,1259
Beijing,2099-08-15,84,55.8,27.7,54.2,23.8,35.6,69,9,Rural,573
Delhi,2099-08-16,367,45.3,97.7,32.8,50.4,30.0,94,6,Urban,610
Tokyo,2099-08-17,482,36.7,8.0,40.7,18.9,6.9,68,11,Urban,982
Delhi,2099-08-18,89,46.5,61.5,40.7,36.1,18.0,45,14,Urban,1157
London,2099-08-19,242,36.6,36.5,24.4,37.4,30.5,88,11,Suburban,1019
Mexico City,2099-08-20,466,14.7,34.3,40.3,45.6,14.8,33,12,Urban,437
Delhi,2099-08-21,474,39.9,64.1,30.5,36.5,2.2,50,0,Urban,922
Beijing,2099-08-22,89,78.2,56.1,39.8,39.7,1.7,65,6,Urban,1110
Cairo,2099-08-23,188,47.4,51.4,23.1,61.2,1.7,53,7,Suburban,1444
Tokyo,2099-08-24,139,21.2,60.5,38.8,43.9,28.2,26,9,Suburban,601
Delhi,2099-08-25,276,8.4,30.2,30.2,31.9,23.7,59,8,Urban,1197
Delhi,2099-08-26,461,22.5,56.4,22.6,48.3,34.1,53,8,Urban,402
Delhi,2099-08-27,266,22.2,49.2,35.2,33.7,32.4,31,8,Urban,106
Los Angeles,2099-08-28,416,37.9,67.5,16.8,56.9,35.5,60,5,Urban,775
Delhi,2099-08-29,77,59.4,33.3,27.9,38.1,26.6,31,12,Urban,851
Delhi,2099-08-30,398,23.6,54.7,34.3,35.2,27.4,77,3,Rural,1058
Beijing,2099-08-31,465,29.7,69.9,48.9,49.2,4.2,79,7,Urban,366
Cairo,2099-09-01,289,47.9,68.2,26.8,55.6,13.0,39,5,Urban,1863
Beijing,2099-09-02,323,32.5,25.2,29.5,42.8,-1.1,82,5,Suburban,822
Los Angeles,2099-09-03,15,48.0,41.7,29.9,50.4,31.3,30,15,Urban,617
Delhi,2099-09-04,417,30.0,69.4,29.5,42.8,21.2,27,5,Urban,691
Mexico City,2099-09-05,165,31.7,73.9,40.2,56.7,10.6,77,11,Urban,1282
Mexico City,2099-09-06,18,35.7,85.9,31.5,66.4,23.2,72,6,Suburban,1871
Tokyo,2099-09-07,318,36.2,42.5,16.4,48.4,3.9,47,6,Urban,1609
Los Angeles,2099-09-08,31,13.1,52.7,27.8,71.2,32.1,81,5,Urban,681
Delhi,2099-09-09,363,35.0,82.8,13.4,21.2,20.8,50,5,Suburban,880
Beijing,2099-09-10,200,42.5,46.8,36.2,23.4,28.2,34,11,Urban,1425
Delhi,2099-09-11,313,27.5,76.5,30.1,26.3,20.9,80,11,Urban,1581
Delhi,2099-09-12,482,42.8,38.8,39.0,41.4,17.4,94,3,Urban,121
Cairo,2099-09-13,257,47.0,52.9,18.7,44.2,14.3,40,13,Urban,904
Beijing,2099-09-14,433,39.6,53.0,40.7,19.6,2.4,47,15,Urban,1104
London,2099-09-15,275,28.9,56.4,15.1,53.3,7.1,75,10,Urban,274
Delhi,2099-09-16,407,16.8,24.5,33.7,33.4,30.9,67,5,Suburban,608
Tokyo,2099-09-17,202,44.9,55.4,32.2,50.7,1.9,58,16,Suburban,1973
Tokyo,2099-09-18,382,47.3,21.0,37.6,44.1,-1.6,34,13,Urban,151
Mexico City,2099-09-19,168,64.5,51.4,29.7,56.4,11.7,57,10,Rural,1546
Delhi,2099-09-20,315,12.2,24.4,10.7,52.3,22.2,87,0,Urban,202
London,2099-09-21,453,56.9,50.7,33.8,49.3,7.2,40,12,Rural,266
Tokyo,2099-09-22,345,53.3,52.0,31.5,44.5,4.6,34,4,Urban,1159
Delhi,2099-09-23,102,39.3,66.4,33.9,47.5,0.7,77,13,Urban,1115
Tokyo,2099-09-24,195,52.7,76.2,43.6,37.9,39.3,35,14,Urban,72
Tokyo,2099-09-25,65,37.5,37.3,33.5,22.4,3.7,93,10,Rural,371
Delhi,2099-09-26,441,38.6,47.1,41.0,58.5,-1.5,37,6,Urban,1583
Beijing,2099-09-27,358,19.8,27.9,32.4,40.7,27.4,94,7,Urban,556
Beijing,2099-09-28,170,30.1,88.6,22.0,35.5,15.9,40,11,Suburban,1802
Beijing,2099-09-29,476,43.5,85.7,35.1,45.2,10.4,60,10,Urban,846
Tokyo,2099-09-30,192,34.0,41.4,47.9,35.7,26.6,35,11,Urban,1708
London,2099-10-01,345,23.9,48.6,39.3,40.3,26.6,46,5,Urban,919
Delhi,2099-10-02,83,31.4,39.5,26.1,42.4,5.7,72,2,Urban,529
Mexico City,2099-10-03,263,35.4,39.4,23.5,40.0,33.7,92,4,Urban,1439
Beijing,2099-10-04,20,53.8,66.9,32.6,25.2,11.0,61,10,Urban,336
Beijing,2099-10-05,403,51.8,53.0,24.4,42.2,24.0,59,9,Urban,1872
Los Angeles,2099-10-06,109,32.1,20.3,32.5,20.0,33.8,37,12,Urban,1256
Mexico City,2099-10-07,61,28.9,53.6,27.7,50.3,8.6,71,4,Urban,329
Delhi,2099-10-08,53,47.0,85.6,37.8,29.8,2.2,28,7,Suburban,887
Beijing,2099-10-09,87,24.6,50.4,14.0,13.7,24.6,23,8,Urban,1258
Tokyo,2099-10-10,264,45.4,61.8,27.4,42.0,2.3,83,7,Suburban,110
Beijing,2099-10-11,239,54.9,89.8,39.8,56.6,2.5,72,9,Suburban,849
Beijing,2099-10-12,154,59.0,57.4,25.1,64.1,-1.8,26,4,Urban,866
Cairo,2099-10-13,400,22.8,84.8,23.1,29.6,22.7,90,8,Urban,1243
London,2099-10-14,199,38.4,45.8,34.0,40.7,34.7,62,6,Urban,414
Mexico City,2099-10-15,484,36.0,56.8,37.3,43.5,31.7,69,8,Urban,449
Beijing,2099-10-16,232,11.8,48.9,45.4,25.5,9.1,93,8,Urban,755
Mexico City,2099-10-17,385,43.1,60.2,54.1,27.8,39.3,91,11,Urban,738
Mexico City,2099-10-18,157,34.7,39.3,50.0,43.5,3.9,94,13,Suburban,1771
Beijing,2099-10-19,283,32.1,26.1,25.2,57.1,0.3,20,10,Rural,1300
Delhi,2099-10-20,88,35.7,47.7,16.4,21.4,12.6,38,9,Urban,243
Beijing,2099-10-21,204,30.8,61.4,32.2,52.0,35.1,76,6,Urban,809
Beijing,2099-10-22,54,26.9,47.6,21.9,21.4,32.4,29,10,Rural,1794
Cairo,2099-10-23,348,47.4,28.5,30.9,47.7,22.3,50,11,Urban,439
Los Angeles,2099-10-24,443,34.5,53.9,48.5,45.1,4.1,31,7,Suburban,1803
Delhi,2099-10-25,310,52.5,39.5,51.1,37.0,31.4,36,10,Suburban,1312
Beijing,2099-10-26,171,45.3,87.6,34.9,35.8,27.1,80,5,Urban,1284
Beijing,2099-10-27,112,46.1,55.5,41.1,47.4,39.0,70,11,Urban,1923
Beijing,2099-10-28,199,14.0,55.6,30.0,46.5,-0.3,20,4,Urban,621
Delhi,2099-10-29,219,35.2,78.4,24.6,52.6,19.0,63,8,Urban,1993
Tokyo,2099-10-30,420,47.7,71.4,36.2,45.9,15.0,80,4,Rural,1071
Tokyo,2099-10-31,302,54.7,49.8,19.0,56.9,39.5,36,9,Urban,80
Tokyo,2099-11-01,180,35.8,62.1,18.9,37.6,36.8,56,4,Urban,1302
Beijing,2099-11-02,165,18.6,59.4,36.7,59.0,14.8,49,8,Suburban,1138
London,2099-11-03,380,55.8,51.6,14.9,38.0,6.1,70,12,Urban,1189
Los Angeles,2099-11-04,382,24.0,40.5,27.2,40.3,22.9,68,8,Urban,253
Beijing,2099-11-05,107,9.8,21.3,21.6,24.1,30.5,42,2,Urban,1474
Delhi,2099-11-06,238,35.9,66.3,32.4,35.3,-4.5,58,15,Suburban,1807
Delhi,2099-11-07,36,34.3,59.3,28.2,63.8,9.5,78,6,Urban,1503
Delhi,2099-11-08,377,53.5,65.5,44.6,34.9,15.7,76,14,Urban,1520
Tokyo,2099-11-09,390,51.3,29.2,33.1,37.7,16.8,88,4,Urban,554
Mexico City,2099-11-10,131,27.7,9.9,26.1,43.8,2.0,52,6,Urban,55
São Paulo,2099-11-11,286,19.9,31.8,31.8,27.6,8.2,84,6,Urban,980
Mexico City,2099-11-12,52,30.5,56.0,21.6,49.3,23.1,59,6,Rural,1123
Delhi,2099-11-13,73,38.1,13.9,19.3,53.4,-1.0,48,11,Urban,973
Beijing,2099-11-14,292,45.1,49.4,19.1,26.1,-2.4,42,11,Suburban,1449
Delhi,2099-11-15,237,29.5,48.3,0.0,35.3,32.5,94,4,Suburban,1853
Tokyo,2099-11-16,25,45.6,86.0,16.1,35.9,39.2,43,9,Urban,1065
Delhi,2099-11-17,393,26.3,22.4,17.6,34.0,14.5,38,7,Urban,1272
Delhi,2099-11-18,194,60.2,43.7,5.6,49.7,14.5,68,11,Urban,405
Beijing,2099-11-19,497,40.2,52.3,25.7,61.6,35.6,74,3,Urban,1160
London,2099-11-20,461,16.7,80.7,10.4,45.3,-2.5,28,5,Rural,458
Beijing,2099-11-21,184,25.6,49.1,42.0,50.4,30.2,92,5,Rural,1079
Delhi,2099-11-22,32,23.9,65.8,20.6,38.0,24.1,83,9,Urban,1083
Los Angeles,2099-11-23,207,30.6,45.3,26.5,16.8,-1.3,23,11,Suburban,1639
Delhi,2099-11-24,197,18.3,46.3,18.6,33.8,24.3,31,9,Suburban,1171
Mexico City,2099-11-25,395,30.1,32.4,11.4,38.6,14.2,22,10,Urban,341
Mexico City,2099-11-26,383,28.7,36.8,54.9,26.0,38.1,73,10,Rural,750
Delhi,2099-11-27,25,39.8,34.0,40.4,51.6,18.6,20,16,Suburban,392
Beijing,2099-11-28,54,28.9,60.9,3.1,22.6,37.2,51,0,Suburban,426
Delhi,2099-11-29,290,48.6,28.9,39.3,40.6,9.9,41,15,Suburban,656
Delhi,2099-11-30,107,29.9,40.3,21.9,41.7,10.6,81,10,Urban,868
Mexico City,2099-12-01,259,17.9,52.2,17.7,41.3,-3.8,47,3,Suburban,1596
Delhi,2099-12-02,70,0.4,27.7,21.8,39.5,8.7,24,17,Suburban,942
Delhi,2099-12-03,86,38.7,27.6,33.0,38.5,-1.7,25,10,Urban,178
Mexico City,2099-12-04,230,28.1,28.2,37.8,45.7,27.2,55,4,Suburban,1247
Los Angeles,2099-12-05,236,13.0,50.8,24.1,52.7,14.5,62,0,Urban,360
London,2099-12-06,352,35.7,46.5,33.3,49.6,1.5,66,11,Urban,1415
London,2099-12-07,494,24.1,35.8,12.7,63.1,24.1,75,5,Suburban,1525
Beijing,2099-12-08,425,51.9,39.6,27.2,29.2,22.4,25,10,Urban,1721
Beijing,2099-12-09,399,23.6,63.6,27.0,39.1,1.0,25,2,Urban,904
Mexico City,2099-12-10,30,59.3,55.4,29.3,43.3,-1.2,29,8,Urban,399
Los Angeles,2099-12-11,248,33.9,58.8,24.9,28.9,-0.6,93,4,Suburban,1456
Beijing,2099-12-12,156,39.1,54.5,13.2,24.3,13.0,79,14,Suburban,1370
São Paulo,2099-12-13,381,44.6,22.6,44.2,16.7,38.0,37,10,Suburban,151
Mexico City,2099-12-14,482,43.3,69.7,41.5,36.6,21.2,61,6,Urban,1525
Beijing,2099-12-15,173,37.7,60.6,39.0,33.7,10.4,64,6,Suburban,1452
Los Angeles,2099-12-16,496,16.0,43.1,23.8,52.1,23.6,44,1,Urban,216
Delhi,2099-12-17,66,75.8,25.7,42.6,28.8,34.5,55,11,Rural,1014
Tokyo,2099-12-18,7,18.1,35.1,31.2,39.1,17.6,93,3,Urban,1043
Beijing,2099-12-19,175,17.2,35.2,40.8,40.1,33.5,64,10,Urban,1686
Mexico City,2099-12-20,444,40.8,50.6,27.5,37.0,32.5,36,7,Urban,1816
Mexico City,2099-12-21,83,49.8,80.0,22.8,43.7,19.1,41,11,Suburban,465
Delhi,2099-12-22,157,18.7,70.2,21.8,40.7,11.5,74,3,Suburban,1211
Los Angeles,2099-12-23,240,56.4,26.1,41.5,28.1,6.7,44,12,Suburban,1549
Beijing,2099-12-24,293,17.8,44.4,32.3,39.4,3.7,86,8,Urban,1042
Beijing,2099-12-25,488,48.4,53.8,29.8,32.3,2.2,20,6,Suburban,1213
Delhi,2099-12-26,339,40.3,34.6,32.8,51.0,3.4,27,9,Suburban,1020
London,2099-12-27,394,69.5,71.5,24.5,29.7,39.3,80,13,Suburban,676
London,2099-12-28,399,43.3,28.2,36.1,41.7,23.5,44,0,Urban,1374
Delhi,2099-12-29,347,42.4,61.6,16.2,33.2,37.5,62,5,Urban,151
London,2099-12-30,371,40.2,46.0,29.3,14.0,29.4,27,9,Urban,1044
Tokyo,2099-12-31,185,52.8,62.3,14.7,28.6,25.9,40,12,Urban,1562
Delhi,2100-01-01,124,24.6,72.8,31.8,42.3,25.6,49,0,Suburban,477
São Paulo,2100-01-02,78,32.3,48.9,41.2,45.0,14.4,83,6,Urban,820
Delhi,2100-01-03,291,41.7,64.2,7.4,38.5,22.5,57,5,Urban,271
London,2100-01-04,340,57.8,20.3,29.9,45.8,2.0,72,9,Urban,1466
Mexico City,2100-01-05,314,42.4,30.9,33.7,27.2,8.5,78,5,Urban,1826
Cairo,2100-01-06,62,16.8,39.9,39.8,49.2,9.9,30,9,Urban,114
Beijing,2100-01-07,370,48.3,75.9,27.2,49.3,31.2,28,5,Suburban,1538
Beijing,2100-01-08,265,43.4,75.3,22.6,50.5,37.4,77,7,Urban,1768
London,2100-01-09,100,40.5,70.1,37.2,46.3,-4.9,69,16,Urban,1946
Los Angeles,2100-01-10,422,42.1,45.5,37.5,37.9,37.5,57,4,Urban,1647
Mexico City,2100-01-11,475,30.1,48.4,23.0,20.5,-0.9,68,5,Urban,161
Mexico City,2100-01-12,442,43.8,23.2,31.6,43.7,10.1,51,7,Rural,192
Mexico City,2100-01-13,121,15.8,13.7,36.5,38.1,20.9,81,3,Urban,651
Delhi,2100-01-14,233,53.0,50.9,16.6,24.6,27.9,36,8,Suburban,1932
Delhi,2100-01-15,129,68.0,25.6,42.5,41.8,13.8,41,18,Urban,946
Delhi,2100-01-16,14,60.9,58.9,32.6,49.1,-0.5,91,6,Suburban,491
Delhi,2100-01-17,265,30.5,17.4,38.1,35.8,29.8,27,7,Urban,749
London,2100-01-18,466,47.3,60.7,31.4,40.6,19.4,50,16,Urban,970
Beijing,2100-01-19,32,51.0,27.2,33.8,45.6,0.1,34,9,Urban,104
Beijing,2100-01-20,270,46.5,69.4,26.5,54.5,4.9,30,9,Suburban,1121
Delhi,2100-01-21,177,27.4,73.7,42.3,33.2,25.3,36,5,Urban,1879
London,2100-01-22,334,30.4,54.3,48.9,53.7,31.2,32,6,Suburban,1650
Delhi,2100-01-23,62,23.3,67.5,32.4,49.7,-2.7,31,10,Urban,454
Delhi,2100-01-24,484,26.2,49.6,45.5,28.5,17.1,79,11,Urban,1566
London,2100-01-25,85,66.1,55.5,35.4,37.6,18.8,76,10,Urban,1576
Delhi,2100-01-26,55,37.2,79.9,12.6,35.9,9.6,80,6,Suburban,1080
Los Angeles,2100-01-27,169,22.9,18.1,25.4,30.9,31.6,47,8,Urban,1908
Beijing,2100-01-28,406,45.9,48.8,28.4,61.4,21.5,50,6,Urban,1973
Los Angeles,2100-01-29,378,63.5,50.6,46.9,37.5,2.2,52,11,Suburban,1767
Delhi,2100-01-30,466,43.9,75.5,25.0,40.8,35.1,29,6,Urban,1070
Beijing,2100-01-31,366,37.9,46.5,22.6,59.7,28.8,30,5,Urban,1921
Beijing,2100-02-01,64,1.8,69.9,38.1,30.0,32.3,37,6,Urban,826
Mexico City,2100-02-02,139,25.3,3.8,33.1,23.9,2.7,61,9,Urban,1567
London,2100-02-03,494,42.2,52.0,32.7,56.6,4.1,50,7,Suburban,1149
Delhi,2100-02-04,127,62.2,103.1,37.0,31.7,19.1,44,13,Suburban,1941
Mexico City,2100-02-05,490,35.4,68.6,26.7,19.6,7.5,71,6,Suburban,735
Delhi,2100-02-06,247,50.0,58.5,29.0,20.6,28.5,31,13,Urban,422
Los Angeles,2100-02-07,112,43.0,67.5,28.0,31.4,20.6,47,10,Suburban,267
Tokyo,2100-02-08,37,34.1,33.6,39.3,33.9,1.8,93,11,Suburban,1087
Delhi,2100-02-09,294,24.5,34.6,36.5,34.4,3.0,62,7,Urban,408
Delhi,2100-02-10,499,38.0,85.2,45.8,7.7,24.9,92,3,Urban,1888
Los Angeles,2100-02-11,216,68.7,32.0,27.4,31.8,13.0,65,6,Rural,1680
Tokyo,2100-02-12,217,3.5,71.3,24.9,31.2,-3.9,58,8,Urban,1202
Mexico City,2100-02-13,386,32.6,21.5,39.4,39.7,22.9,46,10,Suburban,1949
Beijing,2100-02-14,136,32.1,53.7,25.4,26.3,2.3,70,18,Suburban,1837
Los Angeles,2100-02-15,484,30.3,46.7,18.1,30.6,38.4,89,10,Suburban,814
Delhi,2100-02-16,374,49.8,8.9,32.9,59.6,30.4,63,13,Urban,223
São Paulo,2100-02-17,495,45.6,91.7,42.9,44.8,25.7,86,7,Urban,248
London,2100-02-18,69,35.3,27.3,8.0,42.3,39.8,66,5,Urban,991
Tokyo,2100-02-19,280,35.7,30.8,19.1,41.4,9.9,33,8,Rural,1750
London,2100-02-20,76,43.7,12.4,27.8,47.8,7.9,78,16,Rural,649
Tokyo,2100-02-21,365,51.0,63.3,30.9,48.3,16.0,32,8,Urban,429
Delhi,2100-02-22,95,58.4,42.3,24.0,39.5,10.5,24,3,Urban,1945
Tokyo,2100-02-23,494,37.0,43.3,18.9,33.1,28.3,83,10,Urban,326
Delhi,2100-02-24,240,13.6,47.8,16.7,34.3,22.8,52,0,Suburban,1486
Beijing,2100-02-25,1,50.0,36.3,41.1,16.6,19.6,48,11,Urban,1405
Beijing,2100-02-26,436,35.2,61.7,36.3,35.9,21.1,42,6,Suburban,1451
Delhi,2100-02-27,70,48.3,46.0,28.1,55.9,-1.6,31,10,Rural,1781
Beijing,2100-02-28,207,74.5,57.0,29.8,48.5,8.6,76,11,Urban,1809
Beijing,2100-03-01,223,36.2,45.4,38.2,43.0,0.1,66,4,Urban,528
Delhi,2100-03-02,99,34.6,60.5,21.1,37.2,38.4,27,7,Rural,548
Beijing,2100-03-03,389,20.5,86.0,26.8,35.6,38.5,25,5,Suburban,1731
Beijing,2100-03-04,336,61.5,73.2,21.4,52.8,39.9,54,10,Rural,81
Mexico City,2100-03-05,173,0.6,24.8,31.9,31.9,23.6,53,9,Urban,1464
Mexico City,2100-03-06,49,37.8,63.4,23.7,20.8,17.3,38,6,Urban,1652
Los Angeles,2100-03-07,201,49.8,50.0,39.7,39.0,1.1,47,16,Urban,1979
Los Angeles,2100-03-08,204,34.4,36.1,28.0,26.5,23.0,32,5,Urban,97
Mexico City,2100-03-09,458,17.7,87.7,45.5,28.9,19.8,61,4,Urban,620
Delhi,2100-03-10,81,16.7,53.5,38.0,53.0,6.5,28,10,Urban,1815
Beijing,2100-03-11,7,32.5,54.7,41.0,40.7,37.2,59,9,Urban,1093
Beijing,2100-03-12,95,45.8,36.6,16.9,33.6,8.3,32,9,Urban,989
Delhi,2100-03-13,119,39.8,37.1,38.5,35.3,6.5,22,6,Rural,1958
Tokyo,2100-03-14,142,24.7,52.8,40.2,33.5,37.8,63,1,Suburban,1063
Delhi,2100-03-15,496,53.0,62.1,6.7,44.0,-2.6,76,12,Urban,1944
Cairo,2100-03-16,84,51.8,45.3,28.4,43.6,-2.8,32,8,Urban,1680
Delhi,2100-03-17,107,24.6,50.3,32.9,18.1,31.0,40,7,Suburban,1664
Los Angeles,2100-03-18,309,20.7,35.9,35.5,52.0,21.5,69,2,Urban,414
Delhi,2100-03-19,373,50.8,41.2,23.1,33.9,-0.5,85,6,Urban,734
Tokyo,2100-03-20,363,32.4,31.8,27.0,30.4,34.7,51,10,Urban,1928
London,2100-03-21,43,40.2,54.2,31.0,65.8,4.3,83,11,Suburban,323
Delhi,2100-03-22,474,50.2,45.6,34.1,48.8,23.3,37,5,Urban,1387
Delhi,2100-03-23,38,12.3,5.2,10.1,32.5,35.0,59,3,Suburban,770
Mexico City,2100-03-24,440,38.5,31.5,42.8,36.8,15.4,80,6,Suburban,85
Delhi,2100-03-25,172,38.2,20.0,29.7,42.9,17.0,53,9,Suburban,1454
Delhi,2100-03-26,371,24.5,28.8,37.4,44.6,29.8,62,8,Suburban,310
Cairo,2100-03-27,283,20.3,79.6,30.4,59.2,11.2,31,9,Urban,133
Mexico City,2100-03-28,22,27.4,56.0,34.9,35.4,25.0,40,1,Urban,983
Delhi,2100-03-29,330,8.8,65.3,22.8,35.8,26.2,74,6,Urban,677
Beijing,2100-03-30,429,15.1,58.0,43.8,35.2,10.7,55,4,Suburban,58
Delhi,2100-03-31,136,52.3,30.9,16.0,56.8,16.4,89,9,Suburban,1313
London,2100-04-01,423,22.8,62.0,29.6,42.2,19.7,42,5,Suburban,1863
Delhi,2100-04-02,200,15.9,81.0,32.9,21.0,5.0,75,6,Urban,1391
Beijing,2100-04-03,483,34.2,77.9,29.0,51.5,21.9,38,2,Urban,1345
Delhi,2100-04-04,476,25.5,105.5,38.2,59.1,17.8,66,8,Urban,1100
São Paulo,2100-04-05,137,26.2,66.2,21.6,35.4,14.9,33,10,Rural,1044
Delhi,2100-04-06,66,53.0,48.2,20.3,34.0,31.8,72,6,Urban,1437
Los Angeles,2100-04-07,67,67.5,84.9,28.5,45.1,36.9,92,11,Urban,1515
Beijing,2100-04-08,0,45.8,42.6,33.2,46.1,32.9,21,3,Urban,670
London,2100-04-09,90,13.7,55.0,29.6,30.6,29.7,30,2,Urban,214
Delhi,2100-04-10,229,30.3,58.8,46.5,34.6,30.7,62,8,Urban,1287
London,2100-04-11,398,47.9,41.8,10.8,31.0,8.7,67,9,Urban,1929
Cairo,2100-04-12,481,31.2,50.6,36.9,33.3,19.4,83,9,Urban,889
Delhi,2100-04-13,72,29.8,48.9,23.6,43.9,7.6,54,4,Urban,1160
Delhi,2100-04-14,431,36.3,50.1,47.2,62.8,3.5,59,9,Suburban,1011
Cairo,2100-04-15,303,57.4,3.5,44.0,25.1,-1.8,25,9,Urban,853
Beijing,2100-04-16,131,12.5,55.8,31.3,37.2,20.0,20,11,Rural,350
London,2100-04-17,15,36.8,10.7,26.5,41.2,33.9,55,13,Urban,1467
London,2100-04-18,73,5.6,26.2,33.3,42.8,-4.1,71,8,Urban,1470
Beijing,2100-04-19,14,51.7,55.2,20.4,22.3,-0.6,55,12,Suburban,1217
Delhi,2100-04-20,225,37.8,64.3,15.4,53.5,36.1,23,10,Urban,478
Beijing,2100-04-21,478,26.9,92.9,27.0,38.3,8.1,21,7,Urban,556
Mexico City,2100-04-22,492,46.0,40.9,27.2,46.1,10.3,24,10,Suburban,447
Beijing,2100-04-23,17,26.5,42.7,40.3,61.8,31.8,73,9,Suburban,1242
Los Angeles,2100-04-24,377,16.6,49.8,29.6,21.0,11.8,81,10,Suburban,1455
Beijing,2100-04-25,438,62.5,15.3,36.9,53.5,16.4,37,13,Rural,248
London,2100-04-26,412,32.5,33.8,42.2,46.0,26.1,54,10,Suburban,947
Delhi,2100-04-27,131,37.1,22.1,41.9,38.7,32.4,69,9,Urban,974
Beijing,2100-04-28,170,51.5,39.5,25.6,57.3,33.7,61,7,Urban,874
Delhi,2100-04-29,103,58.6,34.8,26.1,49.9,3.2,30,11,Urban,1343
Delhi,2100-04-30,153,36.1,66.7,20.6,33.6,12.1,45,16,Urban,462
Beijing,2100-05-01,65,66.4,34.3,25.2,31.4,24.9,42,11,Urban,1115
Tokyo,2100-05-02,7,46.4,76.6,41.0,41.0,20.2,77,12,Urban,704
Beijing,2100-05-03,340,61.5,36.7,20.8,30.2,18.1,86,16,Suburban,856
Delhi,2100-05-04,267,26.3,56.8,54.7,62.2,34.2,42,0,Suburban,1977
Mexico City,2100-05-05,69,27.1,40.0,30.3,57.0,22.3,64,11,Urban,1789
Los Angeles,2100-05-06,239,38.8,36.3,32.9,34.6,10.8,22,5,Urban,52
Beijing,2100-05-07,352,23.2,46.5,55.2,50.6,28.6,52,10,Suburban,1415
Delhi,2100-05-08,106,57.3,50.1,17.7,49.6,19.1,48,0,Urban,306
Beijing,2100-05-09,417,27.1,46.3,29.3,37.5,25.6,26,3,Urban,1747
Delhi,2100-05-10,58,25.9,44.6,24.8,51.2,10.2,34,6,Suburban,994
Beijing,2100-05-11,385,10.2,15.5,14.0,19.8,12.4,31,8,Rural,704
Delhi,2100-05-12,323,24.8,50.6,33.4,44.7,38.4,50,0,Suburban,957
Mexico City,2100-05-13,197,0.2,44.4,37.0,57.4,16.1,78,4,Urban,191
Tokyo,2100-05-14,238,28.2,54.8,17.9,19.9,0.7,68,3,Suburban,1275
Delhi,2100-05-15,427,3.4,55.8,20.9,50.3,20.2,55,8,Suburban,113
Delhi,2100-05-16,345,20.4,42.4,26.6,37.7,4.1,26,12,Urban,1623
Tokyo,2100-05-17,263,24.0,43.9,25.8,41.2,25.6,57,3,Urban,903
Mexico City,2100-05-18,89,31.9,62.2,25.5,51.9,13.7,54,10,Urban,1472
Los Angeles,2100-05-19,264,41.8,86.3,41.8,50.5,0.1,79,10,Suburban,188
Tokyo,2100-05-20,31,35.5,13.4,28.5,62.6,0.2,34,6,Urban,1373
Mexico City,2100-05-21,7,41.8,64.7,20.9,44.5,14.6,73,6,Rural,1838
Los Angeles,2100-05-22,83,47.6,39.5,39.0,26.1,8.9,30,13,Urban,1683
Beijing,2100-05-23,144,42.3,41.7,25.9,31.4,5.6,27,4,Urban,1617
Tokyo,2100-05-24,352,34.3,76.8,29.9,47.8,12.1,83,10,Urban,652
Los Angeles,2100-05-25,140,55.4,40.0,27.7,42.4,18.3,58,3,Urban,1842
Delhi,2100-05-26,1,36.6,52.1,40.5,44.8,19.4,44,10,Suburban,675
Mexico City,2100-05-27,276,17.5,51.2,23.1,62.0,17.1,66,3,Urban,1437
Delhi,2100-05-28,328,38.8,72.2,28.0,28.3,24.9,69,12,Suburban,285
Beijing,2100-05-29,396,41.3,42.3,33.0,40.4,8.2,73,5,Urban,1602
Delhi,2100-05-30,210,26.9,65.6,25.3,44.4,1.2,51,2,Suburban,1415
Mexico City,2100-05-31,307,53.9,108.5,49.0,43.3,6.6,64,13,Urban,1144
Beijing,2100-06-01,447,37.2,51.6,41.4,44.6,10.6,24,3,Urban,1188
Mexico City,2100-06-02,492,21.6,62.2,41.4,27.7,-0.7,31,6,Suburban,1825
Mexico City,2100-06-03,271,15.1,54.6,52.0,25.7,24.3,32,5,Suburban,888
Delhi,2100-06-04,217,14.7,36.1,37.8,30.4,28.9,43,6,Suburban,840
Beijing,2100-06-05,381,67.3,20.9,31.3,27.0,34.9,20,7,Suburban,1033
Beijing,2100-06-06,409,36.1,53.7,26.7,17.4,2.2,41,13,Urban,78
Mexico City,2100-06-07,281,42.6,57.3,13.8,30.3,39.0,30,16,Urban,1819
Tokyo,2100-06-08,477,25.7,74.9,36.7,18.7,34.3,27,4,Rural,613
Beijing,2100-06-09,298,46.9,100.2,25.8,41.6,24.4,91,8,Suburban,1738
Mexico City,2100-06-10,124,33.1,62.7,33.1,47.8,37.9,89,10,Urban,225
Tokyo,2100-06-11,115,32.2,54.8,27.4,42.3,-4.3,37,7,Suburban,1838
Los Angeles,2100-06-12,46,32.8,45.0,17.7,36.0,-4.2,40,13,Urban,1874
Beijing,2100-06-13,181,16.2,32.8,46.8,39.4,39.3,55,6,Urban,1908
Beijing,2100-06-14,76,45.5,48.8,15.4,35.0,28.1,76,10,Suburban,738
London,2100-06-15,409,61.1,7.8,40.0,49.7,2.1,62,11,Suburban,1969
